Name,Sponsors,University,Sport,PageNumber
Nicole Kim,Barstool Sports,Brown University,Softball,373
Megan Forrest,Barstool Sports,Brown University,Ice Hockey,373
Kaley Doyle,Barstool Sports,Brown University,Ice Hockey,373
Karlie Schlosser,Barstool Sports,Brown University,Soccer,373
Sophie Elwyn,Barstool Sports,Brown University,Swimming and Diving,373
Joey Saia,Barstool Sports,Rensselaer Polytechnic Institute,Baseball,373
Danny Bekkenhuis,Barstool Sports,Rensselaer Polytechnic Institute,Football,373
Teeghan Dalby,Barstool Sports,Rensselaer Polytechnic Institute,Ice Hockey,373
Tom Ruscitti,Barstool Sports,Fairleigh Dickinson University,Baseball,373
Jude Baxt,Barstool Sports,Fairleigh Dickinson University,Baseball,373
Anthony Frechette,Barstool Sports,George Washington University,Baseball,373
Laziz Talipov,,George Washington University,Basketball,373
Grant Barrientos,Barstool Sports,George Washington University,Soccer,374
Ryan Patterson,,George Washington University,Swimming and Diving,374
Grace Siehler,Barstool Sports,George Washington University,Cross Country,374
Katherine Shek,Barstool Sports,George Washington University,Gymnastics,374
Kendall Lambert,Barstool Sports,George Washington University,Lacrosse,374
Sophia Danyko-Kulchycky,,George Washington University,Soccer,374
Kyle Sonduck,Barstool Sports,University of Texas at San Antonio,Baseball,374
Nate Hawkins,Barstool Sports,University of Texas at San Antonio,Football,374
Michael Rome,Barstool Sports,University of Texas at San Antonio,Golf,374
Abby Balli,Barstool Sports,University of Texas at San Antonio,Cross Country,374
J'Bore Gibbs,Barstool Sports,South Dakota State University,Football,374
Don Gardner,Barstool Sports,South Dakota State University,Football,374
Corben Mahaffy,Barstool Sports,South Dakota State University,Football,374
Luke Appel,Barstool Sports,South Dakota State University,Basketball,374
Trayton Anderson,Barstool Sports,South Dakota State University,Wrestling,374
Addison Hirschman,Barstool Sports,South Dakota State University,Basketball,374
Shae Campbell,Barstool Sports,South Dakota State University,Track and Field,374
Carter Young,Student-Athlete Inu,Vanderbilt University,Baseball,374
Enrique Bradfield Jr.,,Vanderbilt University,Baseball,374
ReâMahn Davis,Barstool Sports,Vanderbilt University,Football,374
Ken Seals,,Vanderbilt University,Football,375
Maxwell Worship,,Vanderbilt University,Football,375
Jaylen Mahoney,,Vanderbilt University,Football,375
Ethan Barr,,Vanderbilt University,Football,375
Paige Gunning,Barstool Sports,Vanderbilt University,Lacrosse,375
Emily Brooks,,Vanderbilt University,Lacrosse,375
Hanako Batt,Barstool Sports,Vanderbilt University,Swimming and Diving,375
Kieran Versaw-Barnes,Barstool Sports,George Mason University,Baseball,375
Jack Ikenberry,Barstool Sports,George Mason University,Cross Country,375
Henry Wachsman,Barstool Sports,George Mason University,Soccer,375
Timothy McKinley,Barstool Sports,George Mason University,Swimming and Diving,375
Sid Yap,Barstool Sports,George Mason University,Track and Field,375
Drew Dickson,Barstool Sports,George Mason University,Wrestling,375
Paul Pierce,Barstool Sports,George Mason University,Wrestling,375
Patrick Schellpfeffer,Barstool Sports,George Mason University,Wrestling,375
Haley Flint,Barstool Sports,George Mason University,Lacrosse,375
Megan Mastropaolo,Barstool Sports,George Mason University,Swimming and Diving,375
Leah Riley,Barstool Sports,George Mason University,Swimming and Diving,375
Walker Trusley,Barstool Sports,East Tennessee State University,Baseball,375
Jamir Huston,,East Tennessee State University,Basketball,375
Hannah Burkhart,Barstool Sports,East Tennessee State University,Cross Country,376
Kendall King,Barstool Sports,East Tennessee State University,Soccer,376
Justin Growel,Barstool Sports,Eastern Illinois University,Football,376
Cooper Willman,Barstool Sports,Eastern Illinois University,Football,376
Anthony Shockey,Barstool Sports,Eastern Illinois University,Football,376
Jay Vallie,Barstool Sports,Eastern Illinois University,Football,376
Jeremy Bekkouche,Barstool Sports,Eastern Illinois University,Cross Country,376
Jonathan Burke,Barstool Sports,Eastern Illinois University,Soccer,376
Jalen Echols,Barstool Sports,Eastern Illinois University,Track and Field,376
Sydney Cammon,Barstool Sports,Eastern Illinois University,Softball,376
Denaed Santini,Barstool Sports,Eastern Illinois University,Softball,376
Abby Wahl,Barstool Sports,Eastern Illinois University,Basketball,376
Faith Davies,Barstool Sports,Eastern Illinois University,Soccer,376
Ashlee Shinabery,Barstool Sports,Eastern Illinois University,Tennis,376
Will Drake,Barstool Sports,Hobart and William Smith College,Rowing,376
Ryan Archer,Barstool Sports,Hobart and William Smith College,Lacrosse,376
Matt Turner,Barstool Sports,Hobart and William Smith College,Lacrosse,376
Jack Grooms,Barstool Sports,Hobart and William Smith College,Lacrosse,376
Christian Burkhart,Barstool Sports,Hobart and William Smith College,Soccer,376
Owen Birkman,Barstool Sports,"University at Albany, SUNY",Baseball,376
Steven Turk,Barstool Sports,"University at Albany, SUNY",Baseball,377
Jake Cuomo,Barstool Sports,"University at Albany, SUNY",Football,377
Jackson Martinez,Barstool Sports,"University at Albany, SUNY",Football,377
Will Marotta,Barstool Sports,"University at Albany, SUNY",Football,377
LJ Wesneski,Barstool Sports,"University at Albany, SUNY",Football,377
Wil Pepe,Barstool Sports,"University at Albany, SUNY",Lacrosse,377
LovÃ© Drumgole,Barstool Sports,"University at Albany, SUNY",Softball,377
Marisa Tava,Barstool Sports,"University at Albany, SUNY",Soccer,377
Amanda O'Brien,Barstool Sports,"University at Albany, SUNY",Soccer,377
Aaron Casillas,Barstool Sports,"California State University, Bakersfield",Baseball,377
Ryan Reynolds,Barstool Sports,"California State University, Bakersfield",Baseball,377
Marcelo Saldana,Barstool Sports,"California State University, Bakersfield",Baseball,377
Cade Lucio,Barstool Sports,"California State University, Bakersfield",Wrestling,377
Vanessa Austin,Barstool Sports,"California State University, Bakersfield",Basketball,377
Jessi Solis,Barstool Sports,"California State University, Bakersfield",Track and Field,377
Denver Pugh,Barstool Sports,"California State University, Bakersfield",Volleyball,377
Isaac Ayon,,University of Oregon,Baseball,377
Anthony Brown,,University of Oregon,Football,377
Tevin Jeannis,Barstool Sports,University of Oregon,Football,377
De'Vion Harmon,,University of Oregon,Basketball,377
Yuki Moriyama,Barstool Sports,University of Oregon,Golf,378
Makena Carrion,Barstool Sports,University of Oregon,Acrobatics and Tumbling,378
Emilie Henningsen,Barstool Sports,University of Oregon,Acrobatics and Tumbling,378
Kylee Watson,,University of Oregon,Basketball,378
Sedona Prince,,University of Oregon,Basketball,378
Ally Haden,,University of Oregon,Beach Volleyball,378
Zoe Almanza,,University of Oregon,Beach Volleyball,378
Jasmin Reed,Barstool Sports,University of Oregon,Track and Field,378
DoniRae Mayhew,Barstool Sports,University of Iowa,Softball,378
Brittney Herrick,Barstool Sports,Siena College,Volleyball,378
Jake Hanebrink,Barstool Sports,Maryville University,Ice Hockey,378
Ryan Ives,Barstool Sports,Princeton University,Football,378
Owen MacDonnell,Barstool Sports,Sacred Heart University,Baseball,378
Jake Lubotsky,Barstool Sports,Michigan State University,Basketball,378
PJ Eaton,Barstool Sports,College of Charleston,Sailing,378
Will Stearns,Barstool Sports,Bryant University,Football,378
John McGuire,Barstool Sports,Bucknell University,Football,378
Marco Donatelli,Barstool Sports,University of Akron,Football,378
Zander Gibson,Barstool Sports,Rider University,Golf,378
Bailey Sulzer,Barstool Sports,Brigham Young University,Football,378
Jonah Sutton,Barstool Sports,University of Memphis,Baseball,379
Dawson Lee,Barstool Sports,Missouri State University,Soccer,379
Grant Horvath,Barstool Sports,University of Cincinnati,Football,379
John Lumpinski,Barstool Sports,Binghamton University,Baseball,379
Delaney Sweitzer,Barstool Sports,Syracuse University,Lacrosse,379
Gardner Lawrence,Barstool Sports,New Jersey Institute of Technology,Baseball,379
Alex Ciaramitaro,Barstool Sports,Bradley University,Golf,379
Dawson DeIuliis,Barstool Sports,Princeton University,Football,379
Andrew Sawarynski,Barstool Sports,Gardner-Webb University,Baseball,379
Payton Barlow,Barstool Sports,Ball State University,Track and Field,379
Jake Lanier,Barstool Sports,Texas A&M University,Track and Field,379
Danny Pahl,Barstool Sports,University of Iowa,Baseball,379
Drake Smith,Barstool Sports,Winthrop University,Baseball,379
Kyle Maurer,Barstool Sports,Purdue University Fort Wayne,Baseball,379
TJ Melani,Barstool Sports,Stetson University,Baseball,379
Jake Jones,Barstool Sports,University of Cincinnati,Golf,379
Emily Holbrook,Barstool Sports,Arizona State University,Volleyball,379
Jack Gates,Barstool Sports,Colorado College,Ice Hockey,379
Max Christides,Barstool Sports,University of Massachusetts Lowell,Lacrosse,379
Jack Jannasch,Barstool Sports,Louisiana State University,Swimming and Diving,379
Jonathan Childress,Barstool Sports,Texas A&M University,Baseball,380
Noah Weber,Barstool Sports,University of Minnesota,Ice Hockey,380
Reid Meyer,Barstool Sports,Texas Tech University,Baseball,380
Will Hamilton,Barstool Sports,Columbia University,Football,380
Palmer Henderson,Barstool Sports,University of Georgia,Football,380
Faith Choi,Barstool Sports,The Ohio State University,Golf,380
Ben Ovetsky,Barstool Sports,Binghamton University,Soccer,380
Matt Stampfel,Barstool Sports,University of Connecticut,Lacrosse,380
Mason Naifeh,Barstool Sports,University of Oklahoma,Wrestling,380
James Greene,Barstool Sports,Hobart and William Smith College,Lacrosse,380
David Dunlop,Barstool Sports,University of Minnesota,Football,380
Brandon Dunnigan,Barstool Sports,Florida State University,Water Polo,380
Justin Petzold,Barstool Sports,"University at Albany, SUNY",Football,380
Ryan Cibull,Barstool Sports,Lewis & Clark College,Basketball,380
Kaili Scott,Barstool Sports,"California State University, San Bernardino",Volleyball,380
Hayden Beck,Barstool Sports,Washburn University,Golf,380
Aunbrielle Green,Barstool Sports,Shippensburg University of Pennsylvania,Basketball,380
Emily Raubuch,Barstool Sports,Morgan State University,Softball,380
Kamryn Brown,Barstool Sports,Morgan State University,Volleyball,380
Seth Bolin,Barstool Sports,Duquesne University,Football,380
Toby Okani,Barstool Sports,Duquesne University,Basketball,381
Kevin Easley Jr.,,Duquesne University,Basketball,381
Ben Hoffman,Barstool Sports,Duquesne University,Cross Country,381
Trent McConnaughey,Barstool Sports,Duquesne University,Soccer,381
Abby McNamee,Barstool Sports,Duquesne University,Lacrosse,381
KR Costello,Barstool Sports,Duquesne University,Lacrosse,381
Leah Reisker,Barstool Sports,Duquesne University,Swimming and Diving,381
Amberly Valeriano,Barstool Sports,Duquesne University,Track and Field,381
John Dempsey,Barstool Sports,Wofford College,Baseball,381
Nolen Hester,Barstool Sports,Wofford College,Baseball,381
James Garnett,Barstool Sports,Wofford College,Football,381
Romello Gray,Barstool Sports,Wofford College,Football,381
Mitchell Myers,Barstool Sports,Wofford College,Soccer,381
Eduardo Velazco,Barstool Sports,Wofford College,Soccer,381
Moira Carroll,Barstool Sports,Wofford College,Lacrosse,381
Caroline Thompson,Barstool Sports,Wofford College,Soccer,381
Carter Edge,Barstool Sports,Middle Tennessee State University,Baseball,381
Donovan Sims,Barstool Sports,Middle Tennessee State University,Basketball,381
Michael Barnard,Barstool Sports,Middle Tennessee State University,Golf,381
Steven Haremski,Barstool Sports,Middle Tennessee State University,Golf,381
Logan Spurrier,Barstool Sports,Middle Tennessee State University,Golf,382
Makenzie Hutchinson,Barstool Sports,Middle Tennessee State University,Softball,382
Gabe Irwin,Barstool Sports,Stephen F. Austin State University,Baseball,382
Josh Thompson,Barstool Sports,Stephen F. Austin State University,Football,382
Kate Dishman,Barstool Sports,Stephen F. Austin State University,Golf,382
Paula Cerda,Barstool Sports,Stephen F. Austin State University,Tennis,382
Gavin Baechle,Barstool Sports,University of Texas at El Paso,Football,382
Luke Soto,Barstool Sports,University of Texas at El Paso,Football,382
Alfred Hollins,,University of Texas at El Paso,Basketball,382
Greg Yellin,Barstool Sports,University of Texas at El Paso,Golf,382
Kristen Prevosto,Barstool Sports,University of Texas at El Paso,Soccer,382
Alyssa King,Barstool Sports,University of Texas at El Paso,Volleyball,382
Brandon Uhse,Barstool Sports,University of Houston,Baseball,382
Samuel Tormos,Barstool Sports,University of Houston,Baseball,382
Nathaniel Dell,,University of Houston,Football,382
Chandler Smith,,University of Houston,Football,382
Ike Ogbogu,Obsesh Media Inc,University of Houston,Football,382
Kyler Edwards,,University of Houston,Basketball,382
Adam Khriss,Barstool Sports,University of Houston,Track and Field,382
Hannah Gault,Barstool Sports,University of Houston,Cross Country,382
Celeste Darling,Barstool Sports,University of Houston,Volleyball,383
Grayson Gates,Barstool Sports,Northwestern State University,Baseball,383
Cameron Parikh,Barstool Sports,Northwestern State University,Baseball,383
Jordan McClaine,Barstool Sports,Northwestern State University,Football,383
Mark Green,Barstool Sports,Northwestern State University,Football,383
Payten Vidourek,Barstool Sports,Northwestern State University,Cross Country,383
Austin Simoneaux,Barstool Sports,Northwestern State University,Track and Field,383
Kyle Nolen,Barstool Sports,Northwestern State University,Soccer,383
Parish Kitto,Barstool Sports,Northwestern State University,Track and Field,383
Marques Watson-Trent,Barstool Sports,Georgia Southern University,Football,383
Aidan Ferreira,Barstool Sports,Georgia Southern University,Soccer,383
Manuel Prieto,Barstool Sports,Georgia Southern University,Soccer,383
Taylor Oden,Barstool Sports,Georgia Southern University,Soccer,383
Kyleigh Drew,Barstool Sports,Georgia Southern University,Soccer,383
Derek Sabin,,Belmont University,Basketball,383
Jack Bergstrom,Barstool Sports,Belmont University,Golf,383
Niccolo Dagnoni,Barstool Sports,Belmont University,Soccer,383
AJ Chastonay,Barstool Sports,Belmont University,Soccer,383
Savannah Halterman,,Belmont University,Softball,383
Keely Cartrett,,Belmont University,Soccer,383
Riley Casey,Barstool Sports,Belmont University,Soccer,384
Mary Catherine Ball,,Belmont University,Volleyball,384
Lauren Walsh,,Belmont University,Volleyball,384
Elizabeth Godfrey,,Belmont University,Volleyball,384
Laura Shoopman,,Belmont University,Volleyball,384
Ulysses Bentley IV,,Southern Methodist University,Football,384
Derek Green,,Southern Methodist University,Football,384
Marcus Bryant,Barstool Sports,Southern Methodist University,Football,384
Blake Mazza,,Southern Methodist University,Football,384
Kendric Davis,,Southern Methodist University,Basketball,384
Ollie Osborne,PING Golf,Southern Methodist University,Golf,384
Lane Warrington,Barstool Sports,Southern Methodist University,Soccer,384
Tyler Coffey,Barstool Sports,Southern Methodist University,Swimming and Diving,384
Kyle Pham,Barstool Sports,Southern Methodist University,Tennis,384
Victoria Franklin,Barstool Sports,Southern Methodist University,Rowing,384
Kaylyn Winkler,Barstool Sports,Southern Methodist University,Volleyball,384
Alex Glover,,Southern Methodist University,Volleyball,384
Max Viera,,Northeastern University,Baseball,384
Kyle Hoog,Barstool Sports,Northeastern University,Baseball,384
Sebastian Soriano,Barstool Sports,Northeastern University,Soccer,384
Zach Sauer,Barstool Sports,Northeastern University,Soccer,385
Harry Sankey,Barstool Sports,Northeastern University,Soccer,385
Noah Sweeney,Barstool Sports,Northeastern University,Track and Field,385
Devereaux Harrison,,"California State University, Long Beach",Baseball,385
Mekhi Mays,Barstool Sports,"California State University, Long Beach",Track and Field,385
Makenzie Griffin,Barstool Sports,"California State University, Long Beach",Beach Volleyball,385
Natalie Tolento,Barstool Sports,"California State University, Long Beach",Track and Field,385
Jadon Conroy,Barstool Sports,Marquette University,Cross Country,385
Thomas Leonard,,Marquette University,Cross Country,385
AJ Franklin,Barstool Sports,Marquette University,Soccer,385
Harry Baker,Barstool Sports,Marquette University,Track and Field,385
Karissa McLaughlin,,Marquette University,Basketball,385
Ayden Eberhardt,Barstool Sports,University of Wyoming,Football,385
Cole Godbout,Barstool Sports,University of Wyoming,Football,385
Chance Hofer,Barstool Sports,University of Wyoming,Football,385
Jack Walsh,,University of Wyoming,Football,385
Gage Hockett,Barstool Sports,University of Wyoming,Wrestling,385
Jazi Barela,Barstool Sports,University of Wyoming,Soccer,385
Aumni Ashby,Barstool Sports,University of Wyoming,Track and Field,385
Seth Johnson,Barstool Sports,Austin Peay State University,Football,385
Henry Fitzhugh,Obsesh Media Inc,"University of California, Irvine",Golf,386
Garo Barsemian,Barstool Sports,"University of California, Irvine",Volleyball,386
Dylan Zhai,Barstool Sports,"University of California, Irvine",Volleyball,386
Connor Campbell,Barstool Sports,"University of California, Irvine",Volleyball,386
Megan Mansonhing,Barstool Sports,"University of California, Irvine",Tennis,386
Jenna Schlatter,Barstool Sports,"University of California, Irvine",Tennis,386
Bailey Darnell,Barstool Sports,"University of California, Irvine",Volleyball,386
Justin Van De Brake,Barstool Sports,Washington State University,Baseball,386
Nate Swarts,Barstool Sports,Washington State University,Baseball,386
Joey Hobert,Barstool Sports,Washington State University,Football,386
Max Borghi,,Washington State University,Football,386
Henry Kimmins,Barstool Sports,Washington State University,Football,386
Jaden Cantafio,Barstool Sports,Washington State University,Golf,386
Nick Johnson,Barstool Sports,Washington State University,Track and Field,386
Charlisse Leger-Walker,,Washington State University,Basketball,386
Mykiaa Minniss,,Washington State University,Soccer,386
Jasneet Nijjar,Barstool Sports,Washington State University,Track and Field,386
Will Bermudez,Barstool Sports,"University of California, Davis",Baseball,386
Ryan Stonehouse,,Colorado State University,Football,386
Dylan Walker,Barstool Sports,Colorado State University,Football,386
Ashley Michelena,Barstool Sports,Colorado State University,Softball,387
Sydney Hornbuckle,Barstool Sports,Colorado State University,Softball,387
JaMario Blige,Barstool Sports,University of Tennessee at Chattanooga,Football,387
KC Hankton,Barstool Sports,University of Tennessee at Chattanooga,Basketball,387
Connor Nolan,Barstool Sports,University of Tennessee at Chattanooga,Golf,387
Colton Landers,Barstool Sports,University of Tennessee at Chattanooga,Wrestling,387
Caleb Waddell,Barstool Sports,University of Tennessee at Chattanooga,Wrestling,387
Hanley Lomax,Barstool Sports,University of Tennessee at Chattanooga,Beach Volleyball,387
Aleya Kennedy,Barstool Sports,University of Tennessee at Chattanooga,Volleyball,387
Hudson Hall,Barstool Sports,University of Tennessee at Martin,Cross Country,387
Tate Chumley,Barstool Sports,University of Tennessee at Martin,Golf,387
Holly Forbes,Barstool Sports,University of Tennessee at Martin,Basketball,387
Maya Dickson,Barstool Sports,University of North Alabama,Beach Volleyball,387
Sydney Flesch,Barstool Sports,University of North Alabama,Tennis,387
Bay Witcher,Barstool Sports,Troy University,Baseball,387
Noah Janney,Barstool Sports,Troy University,Baseball,387
Peyton Wesson,Barstool Sports,Troy University,Baseball,387
Will Choloh,Barstool Sports,Troy University,Football,387
Alisa Detlefsen,Barstool Sports,Troy University,Soccer,387
Danniane Arboleda,Barstool Sports,Troy University,Soccer,387
Isabella Mitchell,Barstool Sports,Troy University,Volleyball,388
Landon Higgerson,Barstool Sports,Radford University,Baseball,388
Ty Burton,Barstool Sports,Radford University,Baseball,388
Jose Rivera,Barstool Sports,Radford University,Soccer,388
Lindsay Hunter,Barstool Sports,Radford University,Softball,388
Olivia Hunter,Barstool Sports,Radford University,Lacrosse,388
Connor Macip,Barstool Sports,University of New Orleans,Baseball,388
Jackson Murphy,Barstool Sports,University of New Orleans,Baseball,388
Keegan Rich,Barstool Sports,University of New Orleans,Baseball,388
Rodney Carson Jr.,Obsesh Media Inc,University of New Orleans,Basketball,388
Alec Snell,Barstool Sports,University of New Orleans,Cross Country,388
Brendan Winters,Barstool Sports,University of New Orleans,Golf,388
Hunter Reynolds,,Utah State University,Football,388
Anique Grenier,Barstool Sports,Utah State University,Gymnastics,388
Brian Raymond,Barstool Sports,Western Illinois University,Baseball,388
Dallas Daniels,Barstool Sports,Western Illinois University,Football,388
Tre Maronic,Barstool Sports,Western Illinois University,Football,388
Jordan Haven,Barstool Sports,Western Illinois University,Football,388
Ben Nauman,Barstool Sports,Western Illinois University,Football,388
Daniel Carson,Barstool Sports,Western Illinois University,Football,388
Adam Anhold,Barstool Sports,Western Illinois University,Basketball,389
Ami Ill,Barstool Sports,Western Illinois University,Softball,389
Ella Kiely,Barstool Sports,Western Illinois University,Soccer,389
Keely Brown,Barstool Sports,"California State University, Fresno",Basketball,389
Lexee Padrick,Liquid I.V.,"California State University, Fresno",Equestrian,389
Samantha Chasteler,Barstool Sports,"California State University, Fresno",Track and Field,389
Lance Lusk,Barstool Sports,Sam Houston State University,Baseball,389
Isaiah Downes,Barstool Sports,Sam Houston State University,Football,389
Eleasah Anderson,,Sam Houston State University,Football,389
Erin Brown,Barstool Sports,Sam Houston State University,Track and Field,389
Nicholas Palutis,Barstool Sports,Sam Houston State University,Track and Field,389
Tai Goode,Barstool Sports,Campbell University,Football,389
Danny Corbett,Barstool Sports,Campbell University,Football,389
Jordan Goco,Barstool Sports,Campbell University,Football,389
Preston Bishop,Barstool Sports,Campbell University,Football,389
Eli Daugherty,Barstool Sports,Campbell University,Wrestling,389
Kirsten Murphy,Barstool Sports,Campbell University,Lacrosse,389
Cazzi Norgren,Barstool Sports,Campbell University,Soccer,389
Conner Kershaw,Barstool Sports,Loyola Marymount University,Baseball,389
Duhaney Williams,,Loyola Marymount University,Soccer,389
Max Walsworth,Barstool Sports,Loyola Marymount University,Water Polo,390
Kade Margain,Barstool Sports,Loyola Marymount University,Water Polo,390
Megan Dedrick,Barstool Sports,Loyola Marymount University,Softball,390
Abby Shaw,Barstool Sports,Loyola Marymount University,Swimming and Diving,390
Mike Nassif,Barstool Sports,St. Lawrence University,Lacrosse,390
Quinton Williams,Barstool Sports,Howard University,Football,390
Aaron Walker,Barstool Sports,Howard University,Football,390
John Forsyth,Barstool Sports,Howard University,Football,390
Ayinde Williams,Barstool Sports,Howard University,Football,390
Luz Aguilasocho,Barstool Sports,Howard University,Softball,390
Tyler Murray,,Howard University,Golf,390
Grace Metcalf,Barstool Sports,Howard University,Volleyball,390
JL Skinner,,Boise State University,Football,390
Khalil Shakir,,Boise State University,Football,390
Colt Fulton,,Boise State University,Football,390
Shea Whiting,Barstool Sports,Boise State University,Football,390
Jaylen Clark,Barstool Sports,Boise State University,Football,390
Kelsey Hall,Barstool Sports,Boise State University,Softball,390
Hope Masiado,Barstool Sports,Boise State University,Gymnastics,390
Blake Pascal,Barstool Sports,Boise State University,Gymnastics,390
Caylee Ludwig,Barstool Sports,Winona State University,Soccer,391
Nicole Sullivan,Barstool Sports,DePaul University,Softball,391
Emma Price,,DePaul University,Volleyball,391
Phoenix Lee,Barstool Sports,DePaul University,Volleyball,391
J.D. Urso,Barstool Sports,University of Tampa,Baseball,391
Trent Tidball,Barstool Sports,Kent State University,Wrestling,391
Kendra Lindway,Barstool Sports,Kent State University,Gymnastics,391
Savannah Matthews,,Kent State University,Volleyball,391
Isaiah Pedack,Barstool Sports,Abilene Christian University,Football,391
LaurÃ©n Schiek,,Abilene Christian University,Softball,391
Haley Efurd,Barstool Sports,Abilene Christian University,Track and Field,391
Carson Taylor,Barstool Sports,Northern Arizona University,Football,391
Heath Beemiller,Barstool Sports,Northern Arizona University,Football,391
DJ Arnson,Barstool Sports,Northern Arizona University,Football,391
Cole Sabetta,Barstool Sports,Northern Arizona University,Football,391
Cristopher DeGuzman,Barstool Sports,Alabama State University,Baseball,391
Daniel Troutman,,Alabama State University,Football,391
Juwan Hayes,Barstool Sports,Alabama State University,Football,391
Christopher Dumas,Barstool Sports,Alabama State University,Basketball,391
Symon Balbin,Barstool Sports,University of North Carolina at Greensboro,Golf,391
Tatum Kresley,,University of Maryland Eastern Shore,Softball,392
Ryan Engel,Barstool Sports,Saint John's University,Soccer,392
Kaelin Costello,Barstool Sports,University of Delaware,Football,392
Charlie Borah,Barstool Sports,University of Vermont,Golf,392
Jayden Williams,Barstool Sports,University of Northern Iowa,Football,392
Lilli Wholmes,Barstool Sports,University of Vermont,Ice Hockey,392
Annika Gromek,Barstool Sports,Old Dominion University,Rowing,392
Taylor Oxley,Barstool Sports,Bucknell University,Track and Field,392
Jake Abrahams,Barstool Sports,University of Houston,Water Polo,392
Andrew Porzondek,Barstool Sports,Central Michigan University,Ice Hockey,392
Ana Horvit,Barstool Sports,Syracuse University,Lacrosse,392
Ben Gallaher,Barstool Sports,Eastern Illinois University,Baseball,392
Jarrett Ortiz,Barstool Sports,Drexel University,Ice Hockey,392
Trent Price,Barstool Sports,Sacred Heart University,Baseball,392
Tyler Kovac,Barstool Sports,Robert Morris University,Ice Hockey,392
Camryn Allen,Barstool Sports,East Carolina University,Volleyball,392
Imogen Olvera,Barstool Sports,"University of Nevada, Reno",Cross Country,392
Kate Harvey,Barstool Sports,Michigan State University,Tennis,392
Dante Miller,Barstool Sports,Columbia University,Football,392
Jack Hanchett,Barstool Sports,Indiana University,Lacrosse,392
Boo Dryden,Barstool Sports,University of Minnesota,Wrestling,393
Jake Snyder,Barstool Sports,Princeton University,Golf,393
Cameron Williams,Barstool Sports,Troy University,Football,393
Robert Royster,Barstool Sports,Coastal Carolina University,Baseball,393
Brian Murphy,Barstool Sports,Rider University,Track and Field,393
Ian Schermerhorn,Barstool Sports,University of Rhode Island,Lacrosse,393
Casey Recrosio,Barstool Sports,Northern Michigan University,Wrestling,393
Ricky Cole,Barstool Sports,Southern Methodist University,Football,393
Winslow Church,Barstool Sports,Stanford University,Beach Volleyball,393
Patrick Ostermann,Barstool Sports,University of Alabama,Ice Hockey,393
David Perez,Barstool Sports,Southern Methodist University,Football,393
Clayton Bobo,Barstool Sports,Texas A&M University,Swimming and Diving,393
Grayson Stovall,Barstool Sports,University of Arizona,Football,393
Logan Goforth,Barstool Sports,Auburn University,Rugby,393
Tyler Kipp,Barstool Sports,Fairfield University,Baseball,393
Cesiley LaCourt,Barstool Sports,Purdue University Fort Wayne,Soccer,393
Eric Francis,Barstool Sports,University of Alabama,Wheelchair Basketball,393
Jason Arthur,Barstool Sports,Drexel University,Swimming and Diving,393
Kali Grayson,Barstool Sports,Liberty University,Track and Field,393
Robin Rosen,Barstool Sports,Boston University,Track and Field,393
CJ Wall,Barstool Sports,Princeton University,Football,394
Caroline Walsh,Barstool Sports,Bucknell University,Lacrosse,394
Luke Mangan,Barstool Sports,St. John's University,Lacrosse,394
Elizabeth Bolland,Barstool Sports,Creighton University,Soccer,394
Sydney Bates,Barstool Sports,Purdue University,Softball,394
Penelope Smith,Barstool Sports,University of Alabama,Soccer,394
Joshua Swann,Barstool Sports,Stephen F. Austin State University,Baseball,394
Apollo Gothard,Barstool Sports,University of Arkansas at Little Rock,Wrestling,394
Kevin Snyder,Barstool Sports,Boston University,Lacrosse,394
Alya Kretchman,Barstool Sports,"University of Nevada, Las Vegas",Cheerleading,394
Audrey Byrne,Barstool Sports,Columbia University,Soccer,394
AJ Meyer,Barstool Sports,Dartmouth College,Rugby,394
Ross Ward,Barstool Sports,Virginia Tech,Football,394
Brooke Osmanski,Barstool Sports,University of Rhode Island,Soccer,394
Addy Joiner,Barstool Sports,Valparaiso University,Soccer,394
Daniel Carter,Barstool Sports,University of Oklahoma,Fishing,394
Alyssa Sloane,Barstool Sports,Pennsylvania State University,Lacrosse,394
Bill Mukhtar,Barstool Sports,University of Northern Iowa,Track and Field,394
Angelita Fuentes,Barstool Sports,Iowa State University,Softball,394
Grace Liveoak,Barstool Sports,Indiana University,Rowing,394
CJ Simione,Barstool Sports,Duquesne University,Ice Hockey,395
Alexa Zavattaro,Barstool Sports,University of Virginia,Rowing,395
Rachel Hertenberger,Barstool Sports,Baylor University,Softball,395
Lauren Espalin,Barstool Sports,University of Minnesota,Softball,395
Aliou Bah,Barstool Sports,Florida State University,Football,395
Kyle Matheny,Barstool Sports,University of Maryland Eastern Shore,Baseball,395
Johnathan Luke Witte,Barstool Sports,Louisiana State University,Track and Field,395
Carolyn Weinberger,Barstool Sports,Fordham University,Soccer,395
Qu'ran Powe,Barstool Sports,Robert Morris University,Football,395
Sarah Marske,Barstool Sports,University of San Francisco,Track and Field,395
Trey Faltine,,University of Texas at Austin,Baseball,395
Pete Hansen,,University of Texas at Austin,Baseball,395
Hudson Card,,University of Texas at Austin,Football,395
Jordan Whittington,,University of Texas at Austin,Football,395
Keilan Robinson,,University of Texas at Austin,Football,395
Casey Thompson,,University of Texas at Austin,Football,395
Brenden Schooler,,University of Texas at Austin,Football,395
Ben Ballard,,University of Texas at Austin,Football,395
